"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Sun B.; Feng Y.; Mo X.; Zheng P.; Wang Q.; Li P.; Peng P.; Liu X.; Chen Z.; Huang H.; Zhang F.; Luo W.; Niu X.; Hu P.; Wang L.; Peng H.; Huang Z.; Feng L.; Li F.; Zhang F.; Li F.; Zhong N.; Chen L.","Sun, Baoqing (57204452089); Feng, Ying (57194500759); Mo, Xiaoneng (57216491242); Zheng, Peiyan (56157778100); Wang, Qian (59150567500); Li, Pingchao (56111832900); Peng, Ping (59865154300); Liu, Xiaoqing (56369743100); Chen, Zhilong (56912540600); Huang, Huimin (56645118800); Zhang, Fan (57219037462); Luo, Wenting (56337101700); Niu, Xuefeng (56024945600); Hu, Peiyu (57202381817); Wang, Longyu (57211484854); Peng, Hui (57216764602); Huang, Zhifeng (57208746647); Feng, Liqiang (55683396600); Li, Feng (56218469300); Zhang, Fuchun (57189252300); Li, Fang (57214361905); Zhong, Nanshan (7102137996); Chen, Ling (57771661600)","57204452089; 57194500759; 57216491242; 56157778100; 59150567500; 56111832900; 59865154300; 56369743100; 56912540600; 56645118800; 57219037462; 56337101700; 56024945600; 57202381817; 57211484854; 57216764602; 57208746647; 55683396600; 56218469300; 57189252300; 57214361905; 7102137996; 57771661600","Kinetics of SARS-CoV-2 specific IgM and IgG responses in COVID-19 patients","2020","Emerging Microbes and Infections","9","1","","940","948","391","10.1080/22221751.2020.1762515","https://www.scopus.com/pages/publications/85084626096?origin=resultslist","The emerging COVID-19 caused by SARS-CoV-2 infection poses severe challenges to global public health. Serum antibody testing is becoming one of the critical methods for the diagnosis of COVID-19 patients. We investigated IgM and IgG responses against SARS-CoV-2 nucleocapsid (N) and spike (S) protein after symptom onset in the intensive care unit (ICU) and non-ICU patients. 130 blood samples from 38 COVID-19 patients were collected. The levels of IgM and IgG specific to N and S protein were detected by ELISA. A series of blood samples were collected along the disease course from the same patient, including 11 ICU patients and 27 non-ICU patients for longitudinal analysis. N and S specific IgM and IgG (N-IgM, N-IgG, S-IgM, S-IgG) in non-ICU patients increased after symptom onset. N-IgM and S-IgM in some non-ICU patients reached a peak in the second week, while N-IgG and S-IgG continued to increase in the third week. The combined detection of N and S specific IgM and IgG could identify up to 75% of SARS-CoV-2 infected patients in the first week. S-IgG was significantly higher in non-ICU patients than in ICU patients in the third week. In contrast, N-IgG was significantly higher in ICU patients than in non-ICU patients. The increase of S-IgG positively correlated with the decrease of C-reactive protein (CRP) in non-ICU patients. N and S specific IgM and IgG increased gradually after symptom onset and can be used for detection of SARS-CoV-2 infection. Analysis of the dynamics of S-IgG may help to predict prognosis. © 2020, © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group, on behalf of Shanghai Shangyixun Cultural Communication Co., Ltd.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85084626096"
"Bonin A.; Escher R.; Breakey N.","Bonin, Annika (59948722900); Escher, Robert (12776662700); Breakey, Neal (57216373755)","59948722900; 12776662700; 57216373755","Evolution of adult respiratory syncytial virus detection: impact of testing strategy changes and pandemic-related measures at a Swiss regional hospital, 2016–2023","2025","Swiss Medical Weekly","155","5","4324","","","3","10.57187/s.4324","https://www.scopus.com/pages/publications/105008254086?origin=resultslist","BACKGROUND AND AIMS: Respiratory syncytial virus (RSV) is increasingly recognised as an important cause of respiratory illness in adults. We aimed to analyse clinical and epidemiological characteristics of patients with a positive reverse transcription–polymerase chain reaction (RT-PCR) test in a Swiss regional hospital between 2016 and 2023, including predisposing factors, patient demographics, treatment approaches and clinical outcomes. We also examined temporal patterns of RSV detection during periods of changes in testing strategies and public health measures. METHODS: In this retrospective cohort study at Spital Emmental, we analysed all consecutive in- and outpatients with respiratory symptoms who underwent nasopharyngeal RT-PCR testing following local syndrome-based testing protocols between December 2016 and February 2023. The testing methodology changed from trivalent (influenza A/B, RSV) to quadrivalent (SARS-CoV-2, influenza A/B, RSV) RT-PCR in March 2022, with simultaneous expansion of the testing criteria. Temporal patterns and incidence of positive RSV tests relating to periods of national COVID-19-related public health measures (13 March 2020 and 17 February 2022) were assessed. RESULTS: Of 8135 RT-PCR tests performed, 231 (2.8%) were positive for RSV. The mean age was 69 years, with complete clinical data available for 194 patients. Of these, 157 (81%) required hospitalisation, of whom 19 (12%) were classified as nosocomial infections. Of the hospitalised patients, 14 (9%) required intensive care, with an in-hospital mortality rate of 6%. Major comorbidities in inpatients included cardiac disease (54%), pulmonary disease (49%) and anaemia (43%). Testing patterns showed marked temporal variation: 1766 tests (22%) were performed pre-pandemic, 125 (1%) during pandemic measures and 6244 (77%) after pandemic restrictions were lifted. The introduction of quadrivalent testing in March 2022 led to an increase in testing volume, but lower positivity rates (6% pre- vs 2% post-implementation). CONCLUSIONS: Our results demonstrate RSV-associated resource use and mortality in adults. The temporal evolution of RSV detection in our cohort paralleled changes in testing practices, highlighting the complex interplay between diagnostic strategies and observed disease patterns in a regional hospital setting. Recently introduced preventive vaccination strategies may help to address the impact on patients and healthcare resource utilisation. © 2025 SMW supporting association. All rights reserved.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105008254086"
"Adhikari S.P.; Meng S.; Wu Y.-J.; Mao Y.-P.; Ye R.-X.; Wang Q.-Z.; Sun C.; Sylvia S.; Rozelle S.; Raat H.; Zhou H.","Adhikari, Sasmita Poudel (57211296357); Meng, Sha (59783867200); Wu, Yu-Ju (57089163900); Mao, Yu-Ping (55960593800); Ye, Rui-Xue (57678693300); Wang, Qing-Zhi (57204459121); Sun, Chang (57210441228); Sylvia, Sean (55341111300); Rozelle, Scott (7005703248); Raat, Hein (7003734797); Zhou, Huan (38062649700)","57211296357; 59783867200; 57089163900; 55960593800; 57678693300; 57204459121; 57210441228; 55341111300; 7005703248; 7003734797; 38062649700","Epidemiology, causes, clinical manifestation and diagnosis, prevention and control of coronavirus disease (COVID-19) during the early outbreak period: A scoping review","2020","Infectious Diseases of Poverty","9","1","29","","","1543","10.1186/s40249-020-00646-x","https://www.scopus.com/pages/publications/85082020443?origin=resultslist","Background: The coronavirus disease (COVID-19) has been identified as the cause of an outbreak of respiratory illness in Wuhan, Hubei Province, China beginning in December 2019. As of 31 January 2020, this epidemic had spread to 19 countries with 11 791 confirmed cases, including 213 deaths. The World Health Organization has declared it a Public Health Emergency of International Concern. Methods: A scoping review was conducted following the methodological framework suggested by Arksey and O'Malley. In this scoping review, 65 research articles published before 31 January 2020 were analyzed and discussed to better understand the epidemiology, causes, clinical diagnosis, prevention and control of this virus. The research domains, dates of publication, journal language, authors' affiliations, and methodological characteristics were included in the analysis. All the findings and statements in this review regarding the outbreak are based on published information as listed in the references. Results: Most of the publications were written using the English language (89.2%). The largest proportion of published articles were related to causes (38.5%) and a majority (67.7%) were published by Chinese scholars. Research articles initially focused on causes, but over time there was an increase of the articles related to prevention and control. Studies thus far have shown that the virus' origination is in connection to a seafood market in Wuhan, but specific animal associations have not been confirmed. Reported symptoms include fever, cough, fatigue, pneumonia, headache, diarrhea, hemoptysis, and dyspnea. Preventive measures such as masks, hand hygiene practices, avoidance of public contact, case detection, contact tracing, and quarantines have been discussed as ways to reduce transmission. To date, no specific antiviral treatment has proven effective; hence, infected people primarily rely on symptomatic treatment and supportive care. Conclusions: There has been a rapid surge in research in response to the outbreak of COVID-19. During this early period, published research primarily explored the epidemiology, causes, clinical manifestation and diagnosis, as well as prevention and control of the novel coronavirus. Although these studies are relevant to control the current public emergency, more high-quality research is needed to provide valid and reliable ways to manage this kind of public health emergency in both the short- and long-term. © 2020 The Author(s).","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85082020443"
"Jenkins W.D.; Rose J.; Molina Y.; Lee M.; Bolinski R.; Luckey G.; Van Ham B.","Jenkins, Wiley D. (36010804700); Rose, Jennifer (57571079500); Molina, Yamile (18437713500); Lee, Minjee (57214536721); Bolinski, Rebecca (57212057796); Luckey, Georgia (57216769667); Van Ham, Brent (57216556805)","36010804700; 57571079500; 18437713500; 57214536721; 57212057796; 57216769667; 57216556805","Cancer Screening among Rural People Who Use Drugs: Colliding Risks and Barriers","2022","International Journal of Environmental Research and Public Health","19","8","4555","","","2","10.3390/ijerph19084555","https://www.scopus.com/pages/publications/85127984964?origin=resultslist","Rural cancer disparities are associated with lesser healthcare access and screening adherence. The opioid epidemic may increase disparities as people who use drugs (PWUD) frequently experience healthcare-associated stigmatizing experiences which discourage seeking routine care. Rural PWUD were recruited to complete surveys and interviews exploring cancer (cervical, breast, colorectal, lung) risk, screening history, and healthcare experiences. From July 2020–July 2021 we collected 37 surveys and 8 interviews. Participants were 24.3% male, 86.5% White race, and had a mean age of 44.8 years. Females were less likely to report seeing a primary care provider on a regular basis, and more likely to report stigmatizing healthcare experiences. A majority of females reporting receiving recommendations and screens for cervical and breast cancer, but only a minority were adherent. Similarly, only a minority of males and females reported receiving screening tests for colorectal and lung cancer. Screening rates for all cancers were substantially below those for the US generally and rural areas specifically. Interviews confirmed stigmatizing healthcare experiences and suggested screening barriers and possible solutions. The opioid epidemic involves millions of individuals and is disproportionately experienced in rural communities. To avoid exacerbating existing rural cancer disparities, methods to engage PWUD in cancer screening need to be developed. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85127984964"
"Sethi A.; Bell C.; Norton D.; Goss M.; Barlow S.; Chen G.; Uzicanin A.; Temte J.","Sethi, Ajay K. (7101659257); Bell, Cristalyne (57198921938); Norton, Derek (57190303290); Goss, Maureen D. (57210564080); Barlow, Shari (22984114400); Chen, Guanhua (56953708700); Uzicanin, Amra (6603299036); Temte, Jonathan L. (7004084974)","7101659257; 57198921938; 57190303290; 57210564080; 22984114400; 56953708700; 6603299036; 7004084974","Factors Associated With Transmission Across Three Waves of SARS-CoV-2 in a Prospective Community-Based Study of Households With School-Aged Children—Dane County, Wisconsin, 2020–2022","2024","Influenza and other Respiratory Viruses","18","11","e70031","","","0","10.1111/irv.70031","https://www.scopus.com/pages/publications/85208143525?origin=resultslist","Background: Household transmission of SARS-CoV-2 is a driver of the ongoing COVID-19 pandemic. Understanding factors that contribute to secondary infection risks (SIRs) can define changing trends and inform public health policies. Methods: The ORegon CHild Absenteeism due to Respiratory Disease Study (ORCHARDS) prospectively monitors respiratory viruses within the Oregon School District (OSD) in southcentral Wisconsin. Households with students who had ≥ 2 respiratory symptoms were eligible and opted to participate in ORCHARDS. Between October 28, 2020, and May 16, 2022, all household members provided self-collected nasal specimens on days 0, 7, and 14 for SARS-CoV-2 detection using real-time reverse-transcription-polymerase chain reaction. We used logistic regression to investigate individual- and household-level characteristics associated with SARS-CoV-2 transmission. Results: Overall, 127 households comprising 572 individuals (48% female; 52% male; 0.4% nonbinary; 77% ≥ 18 years) had at least one detection of SARS-CoV-2. The overall SIR was 47% and decreased over time (pre-Delta = 72% [95% CI: 58%–83%]; Delta = 51% [40%–63%]; and Omicron = 41% [36%–47%]). Odds of household transmission were 63% lower during the Omicron period compared with the pre-Delta period (OR = 0.36 [95% CI: 0.13–0.94] p = 0.037). Greater household density (members/bedroom) was significantly associated with household transmission during the Omicron period (OR = 6.8, [2.19–21.37] p = 0.001). Index case age, illness severity, and individual symptoms were not significantly associated with odds of household transmission. Conclusions: Greater household density was associated with a higher risk of SARS-CoV-2 transmission, but the risk declined over time with subsequent variants. Interplay between variants, prior infection, and individual/household factors may identify modifiable factors (e.g., behavior and vaccination) to reduce future transmission risk. © 2024 The Author(s). Influenza and Other Respiratory Viruses published by John Wiley & Sons Ltd.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85208143525"
"Bilici Z.; Dinç G.G.; Polat İ.G.; Akçael E.; Yağcı T.","Bilici, Zülal (60080308400); Dinç, Göknur Gizem (57340354700); Polat, İlkay Göksu (59460046900); Akçael, Esin (56184219700); Yağcı, Tamer (56571527200)","60080308400; 57340354700; 59460046900; 56184219700; 56571527200","Development of rapid diagnostic tests for multiplexed detection of COVID-19 and Influenza diseases","2025","Turkish Journal of Biochemistry ","50","5","","731","738","0","10.1515/tjb-2025-0217","https://www.scopus.com/pages/publications/105014787434?origin=resultslist","Objectives: This study investigates diagnosis of upper respiratory diseases with similar clinical symptoms, specifically COVID-19, originated from the SARS-CoV-2 virus, and Influenza infections associated with Influenza viruses. Effective treatment relies on rapid and accurate diagnosis, especially due to pandemic potential. This research aims to develop a multiplex lateral flow assay (LFA) based diagnosis method for detecting SARS-CoV-2 and Influenza A H1N1 viruses simultaneously. Methods: Lateral flow assay utilizing gold nanoparticles were developed with specific monoclonal antibodies targeting the nucleocapsid (NP) protein of SARS-CoV-2 and the hemagglutinin (HA) protein of Influenza A H1N1. Multiplexing was achieved by immobilizing two different capture antibodies for both targets on the same test. Recombinant antigens were employed to perform analytical assessments of specificity and cross-reactivity. Results: The limit of detection (LOD) of the developed system in both single and multiplex formats was found to be: 1 ng/mL for SARS-CoV-2 NP, 1 × 103 PFU/mL for active viruses and 5 ng/mL for Influenza A H1N1 HA. Negative control experiments confirmed no cross-reactivity among target antigens, demonstrating high assay specificity. The low LOD values and absence of cross-reactivity indicate excellent analytical sensitivity and specificity. Simultaneous detection of both pathogens offers significant advantages for rapid clinical decision-making and infection control. Conclusions: Our research presents a potential diagnostic approach utilizing a singular LFA platform for the early and accurate detection of COVID-19 and Influenza infections. The proposed multiplex strategy could improve public health outcomes by facilitating rapid therapeutic intervention and successful disease management during respiratory infection epidemics. © 2025 the author(s),","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105014787434"
"Salazar-Ardiles C.; Asserella-Rebollo L.; Cornejo C.; Arias D.; Vasquez-Muñoz M.; Toledo C.; Andrade D.C.","Salazar-Ardiles, Camila (57205564093); Asserella-Rebollo, Leyla (57946622200); Cornejo, Carlos (57780385300); Arias, Dayana (57192257604); Vasquez-Muñoz, Manuel (57218391144); Toledo, Camilo (57038429400); Andrade, David C. (55863581700)","57205564093; 57946622200; 57780385300; 57192257604; 57218391144; 57038429400; 55863581700","Molecular diagnostic approaches for SARS-CoV-2 detection and pathophysiological consequences","2023","Molecular Biology Reports","50","12","","10367","10382","1","10.1007/s11033-023-08844-0","https://www.scopus.com/pages/publications/85173909068?origin=resultslist","SARS-CoV-2, a novel coronavirus within the Coronaviridae family, is the causative agent behind the respiratory ailment referred to as COVID-19. Operating on a global scale, COVID-19 has led to a substantial number of fatalities, exerting profound effects on both public health and the global economy. The most frequently reported symptoms encompass fever, cough, muscle or body aches, loss of taste or smell, headaches, and fatigue. Furthermore, a subset of individuals may manifest more severe symptoms, including those consistent with viral pneumonitis, which can be so profound as to result in fatalities. Consequently, this situation has spurred the rapid advancement of disease diagnostic technologies worldwide. Predominantly employed in diagnosing COVID-19, the real-time quantitative reverse transcription PCR has been the foremost diagnostic method, effectively detecting SARS-CoV-2 viral RNA. As the pandemic has evolved, antigen and serological tests have emerged as valuable diagnostic tools. Antigen tests pinpoint specific viral proteins of SARS-CoV-2, offering swift results, while serological tests identify the presence of antibodies in blood samples. Additionally, there have been notable strides in sample collection methods, notably with the introduction of saliva-based tests, presenting a non-invasive substitute to nasopharyngeal swabs. Given the ongoing mutations in SARS-CoV-2, there has been a continuous need for genomic surveillance, encompassing full genome sequencing and the identification of new variants through Illumina technology and, more recently, nanopore metagenomic sequencing (SMTN). Consequently, while diagnostic testing methods for COVID-19 have experienced remarkable progress, no test is flawless, and there exist limitations with each technique, including sensitivity, specificity, sample collection, and the minimum viral load necessary for accurate detection. These aspects are comprehensively addressed within this current review. © 2023, The Author(s), under exclusive licence to Springer Nature B.V.","Review","Final","","Scopus","2-s2.0-85173909068"
"Wang H.; Fu M.; Chen W.; Ma Y.","Wang, Huabin (56736153300); Fu, Miao (57346941700); Chen, Wei (57229660600); Ma, Yongjun (57208720868)","56736153300; 57346941700; 57229660600; 57208720868","Post-COVID-19 pandemic changes in pertussis incidence among patients with acute respiratory tract infections in Zhejiang, China","2024","Frontiers in Microbiology","15","","1448997","","","12","10.3389/fmicb.2024.1448997","https://www.scopus.com/pages/publications/85201828371?origin=resultslist","Background: Previous studies have compared the incidence of pertussis before and during the COVID-19 pandemic, finding that public health measures related to COVID-19 contributed to a temporary decline in reported pertussis cases during the pandemic. However, the post-pandemic period has seen a resurgence in respiratory infections, influenced by relaxed health measures and decreased public vigilance. This study investigates the epidemiological dynamics of pertussis among patients with acute respiratory tract infections (ARTI) in Zhejiang Province, China, providing essential reference information for ongoing public health strategies. Methods: This study analyzed multicenter data from January 2023 to May 2024, involving 8,560 patients with ARTI from three hospitals in Zhejiang Province. Inclusion criteria included patients who presented with cough symptoms and were clinically diagnosed with either acute upper respiratory tract infections (URTI) or acute lower respiratory tract infections (LRTI), and who had undergone at least one Bordetella pertussis DNA test. The study analyzed the epidemiological changes of pertussis positivity rates and their associations with time, age, gender, and diagnosis types (URTI and LRTI). Results: From January 2023 to May 2024, the positivity rate and testing number for pertussis among patients with ARTI generally showed a gradual increasing pattern. In March 2024, the positivity rate reached its peak at 31.58%, followed by a weekly decline. The overall positivity rate was 23.59%, with no significant differences observed between genders. Pertussis incidence was higher in patients with LRTI (24.49%) compared to those with URTI (18.63%, OR = 1.40, 95% CI: 1.20–1.63, p < 0.001) and in outpatients (25.32%) compared to inpatients (6.09%, OR = 4.17, 95% CI: 3.07–5.64, p < 0.001). According to a generalized additive model analysis, there was a wave-shaped, non-linear relationship between age and pertussis incidence, with a relatively high rate observed in the 5 to 17 age group, peaking at age 10 (33.85%). Additionally, the impact of age, patient type, and diagnosis type on the pertussis infection rate varied across different age groups. Conclusion: After the COVID-19 pandemic, the positivity rate of pertussis in Zhejiang Province peaked in early 2024 and then showed a declining pattern. Children and adolescents were particularly affected, emphasizing the need for enhanced vaccination and public health interventions in this population. Copyright © 2024 Wang, Fu, Chen and Ma.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85201828371"
"Al-Zidi N.M.; Tawfik M.; Aldhaheri T.A.; Almadani A.M.; Ahmed Z.A.T.; Al-Zidi A.M.","Al-Zidi, Nasser M. (57219253960); Tawfik, Mohammed (57291427700); Aldhaheri, Talal A. (57216763906); Almadani, Ali Mansour (58045270100); Ahmed, Zeyad A. T. (57221609216); Al-Zidi, Ali M. (58045551900)","57219253960; 57291427700; 57216763906; 58045270100; 57221609216; 58045551900","COVID-19 Detection and Remote Tracking System Using IoT-Based Wearable Bracelet","2023","Cognitive Science and Technology","","","","297","306","0","10.1007/978-981-19-2358-6_29","https://www.scopus.com/pages/publications/85145825056?origin=resultslist","A new type of virus was discovered in China in the year 2019, known as COVID-19. One of the main symptoms that are easy to spot is high body temperature. The recent virus outbreak necessitates infrared thermometers used for thermal screening at public places to test the body temperature. However, this protection method still lacks because it requires a significant amount of time to monitor large numbers of people’s body temperatures. Moreover, direct contact with people infected with coronavirus may spread it to the person doing the screening. In addition, this method cannot detect the infection early without visiting the infected person to a screening place. This study proposed a new system for automatically detecting the coronavirus in early time through the body temperature with no human interactions using IoT-based wearable bracelets. The body temperature sensor is integrated into the wearable bracelet with IoT technology for monitoring the body temperature and reading the current bodily temperature. The system is additionally equipped with a GPS module. It can capture the location of the person automatically. Suppose the person is suffering from high body temperature. In that case, the system will send it with location through Wi-Fi module or GSM module over the internet to cloud database and notify medical officer at the same moment to do the immediate procedures for that person. Health officers use smartphone applications for monitoring and remote tracking using the application map. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Book chapter","Final","","Scopus","2-s2.0-85145825056"
"Shen Y.; Zheng F.; Sun D.; Ling Y.; Chen J.; Li F.; Li T.; Qian Z.; Zhang Y.; Xu Q.; Liu L.; Huang Q.; Shan F.; Xu L.; Wu J.; Zhu Z.; Song Z.; Li S.; Shi Y.; Zhang J.; Wu X.; Mendelsohn J.B.; Zhu T.; Lu H.","Shen, Yinzhong (16744841200); Zheng, Fang (59038343200); Sun, Danfeng (57217827122); Ling, Yun (55183430800); Chen, Jun (54794906100); Li, Feng (57226044379); Li, Tao (57003851300); Qian, Zhiping (55816250100); Zhang, Yuyi (37041044100); Xu, Qingnian (55222765000); Liu, Li (57205199787); Huang, Qin (55467449600); Shan, Fei (16556633000); Xu, Lie (57217826188); Wu, Jun (58740690800); Zhu, Zhaoqin (50263588100); Song, Zhigang (50263070700); Li, Shenyang (57216790168); Shi, Yuxin (17342934100); Zhang, Jianliang (57276852200); Wu, Xueyun (57210463598); Mendelsohn, Joshua B. (23098506900); Zhu, Tongyu (36099673700); Lu, Hongzhou (7404842614)","16744841200; 59038343200; 57217827122; 55183430800; 54794906100; 57226044379; 57003851300; 55816250100; 37041044100; 55222765000; 57205199787; 55467449600; 16556633000; 57217826188; 58740690800; 50263588100; 50263070700; 57216790168; 17342934100; 57276852200; 57210463598; 23098506900; 36099673700; 7404842614","Epidemiology and clinical course of COVID-19 in Shanghai, China","2020","Emerging Microbes and Infections","9","1","","1537","1545","25","10.1080/22221751.2020.1787103","https://www.scopus.com/pages/publications/85087620393?origin=resultslist","Background: Novel coronavirus pneumonia (COVID-19) is prevalent around the world. We aimed to describe epidemiological features and clinical course in Shanghai. Methods: We retrospectively analysed 325 cases admitted at Shanghai Public Health Clinical Center, between January 20 and February 29, 2020. Results: 47.4% (154/325) had visited Wuhan within 2 weeks of illness onset. 57.2% occurred in 67 clusters; 40% were situated within 53 family clusters. 83.7% developed fever during the disease course. Median times from onset to first medical care, hospitalization and negative detection of nucleic acid by nasopharyngeal swab were 1, 4 and 8 days. Patients with mild disease using glucocorticoid tended to have longer viral shedding in blood and feces. At admission, 69.8% presented with lymphopenia and 38.8% had elevated D-dimers. Pneumonia was identified in 97.5% (314/322) of cases by chest CT scan. Severe-critical patients were 8% with a median time from onset to critical disease of 10.5 days. Half required oxygen therapy and 7.1% high-flow nasal oxygen. The case fatality rate was 0.92% with median time from onset to death of 16 days. Conclusion: COVID-19 cases in Shanghai were imported. Rapid identification, and effective control measures helped to contain the outbreak and prevent community transmission. © 2020, © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group, on behalf of Shanghai Shangyixun Cultural Communication Co., Ltd.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85087620393"
"Fox J.D.","Fox, Julie D. (35453251800)","35453251800","Nucleic acid amplification tests for the detection and analysis of respiratory viruses: The future for diagnostics?","2007","Future Microbiology","2","2","","199","211","11","10.2217/17460913.2.2.199","https://www.scopus.com/pages/publications/34248633355?origin=resultslist","Nucleic acid amplification tests have the potential to revolutionize our diagnosis of respiratory virus infections and enable us to identify and monitor the impact of newly identified viruses on public health. However, the wide range of potential pathogens that can cause similar respiratory symptoms and disease makes application of diagnostic assays based on detection of DNA and RNA both complex and expensive. There is a need to evaluate new technologies and automation beyond conventional or real-time amplification and detection methods to address broad-spectrum diagnosis and for pandemic preparedness. The ability to undertake large-scale screening and sequencing of unknown genomic targets provides the potential to combine technologies to evaluate known causes of respiratory tract infection at the same time as identifying emerging and re-emerging viruses. © 2007 Future Medicine Ltd.","Review","Final","","Scopus","2-s2.0-34248633355"
"Li H.; Zhang Y.","Li, Huimin (57222075164); Zhang, Yong (58054847200)","57222075164; 58054847200","Effects of Physical Activity and Circadian Rhythm Differences on the Mental Health of College Students in Schools Closed by COVID-19","2023","International Journal of Environmental Research and Public Health","20","1","95","","","5","10.3390/ijerph20010095","https://www.scopus.com/pages/publications/85145980632?origin=resultslist","Purpose: Since the prolonged sequestration management that was implemented in order to achieve lower infection and mortality rates, there has been a surge in depression worldwide. The correlation between the physical activity level and the detection rate of a depressed mood in college students should be of wide concern. A large number of studies have focused on the association between physical activity levels and a negative mood, but circadian rhythm differences seem to be strongly associated with both physical activity levels and mental illness. Therefore, this paper will examine the correlation between physical activity levels, circadian rhythm differences, and mental health levels in college students. METHODS: Data were collected through a web-based cross-sectional survey. In June and December 2022, questionnaires were administered to college students from three universities in Anhui, China. In addition to socio-demographic information, measures included the International Physical Activity Questionnaire-Short Form (IPAQ-SF), Morning and Evening Questionnaire-5 Items (MEQ-5), and Symptom Check List90 (SCL-90) scales. Correlation analysis was used to understand the relationship between physical activity and circadian rhythm differences in the three aspects of college student’s mental health. RESULTS: The analysis of the data led to the conclusion that 28.4% of the 1241 college students in this survey had psychological disorders. The physical activity level of male students was higher than that of female students, but the risk of having depressive tendencies was higher in female students than in male students. There was a significant negative correlation between the physical activity level and scl-90 scores (p < 0.01), which indicates that higher physical activity levels are associated with higher mental health. Circadian rhythm differences and scl-90 scores were significantly positively correlated among college students (p < 0.01), and night-type people had a higher risk of mental illness than intermediate-type and early-morning-type people. CONCLUSIONS: During the period of closed administration due to COVID-19, school college students experienced large and high levels of negative emotional phenomena due to reduced physical activity and public health emergencies. This study showed significant correlations between both physical activity levels and circadian rhythmicity differences and the degree of mental health of college students. © 2022 by the authors.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85145980632"
